,F1,F2,F3
0,4.84658408194818,-0.3585592644863675,1.2397151963378938
1,-2.5163137866354695,-0.2695348087380042,0.03159798186978309
2,1.7171207317653803,-0.46616105633201144,-1.0864976987937687
3,-2.4397519532176446,-0.7627210153643559,-0.9786182611875073
4,-0.5515054109270765,0.6797963136733951,-1.0488474185602894
5,0.28494445225247095,0.6884010177860721,-0.5676278918515422
6,0.7174170805234608,-0.06228827760600901,1.0711392941530045
7,-1.9719347189318537,-0.3954856207394029,-0.22818681206830463
8,-2.145806185486408,-0.7191532992792609,0.17772668129272037
9,-3.4075441930983086,0.430481927746625,-1.0360915765014898
10,-1.9907574287990852,-1.8297109006455012,0.195007314136286
11,3.4387150286852557,-1.9387062281408056,-1.3549984425578898
12,-1.4846351800038102,0.5816529219734562,0.6247623422805644
13,-1.9007074230663101,-1.8534928197312395,0.06618755957719676
14,3.7936117888185334,-0.5469855105411178,2.6892565931206645
15,-2.6148593591996447,1.2255141987831104,-0.29850900060166974
16,-0.024101010913956743,-0.35395011068414617,-0.10415564980428962
17,3.3391695832863535,2.4081102907696423,-0.13378427398670603
18,-1.456031946010933,-1.5702706601643894,1.1417162860717402
19,-0.2423094402891764,-1.1578887444135644,-0.11106681052194524
20,1.3236479530879246,3.8415971329798437,2.0051150223747003
21,0.14193228549701034,1.6365789310715795,0.9958721409520463
22,-0.353213155415449,0.8463916857829004,-0.5294129672895914
23,-0.8093016375990352,2.22618425775045,0.5618505546380336
24,-1.3393677510673627,-2.4277112739485314,1.1876781090928248
25,-1.9874003379529914,1.735234875691862,-0.11781782285740014
26,-1.8795331744867492,-0.4762934916595671,-0.570281540972453
27,4.075312902805819,-0.07470338210076803,-1.1928645879999957
28,-1.939543334855572,-3.5112548826675907,0.5797993265677376
29,-0.3574015158949629,-1.0163120936545194,-0.4565340574078861
30,-1.8090863793053118,0.13326419539438253,0.5447409200906851
31,-1.0375034182568075,1.4724638519715407,2.5123950214834156
32,2.575700366062969,-0.09313453434994944,-0.7268345063289294
33,-2.333071050388088,-0.2852278746429709,0.33993988959836846
34,0.4068788366969863,1.6311950341596901,0.04003806616377612
35,-2.3661056537681335,-0.2636173536331373,-0.40718339512324897
36,-1.9496682439060191,-1.6095639589441846,0.08317234146147191
37,2.6196650887793913,-0.9989453991963854,1.812583144624086
38,3.4934865305387355,1.0053712008230136,-1.6747052545067773
39,-2.5913587896766788,-0.5383297976657777,-0.3183169605747377
40,-2.538200828057633,-0.2830307663020974,-0.08889679454418795
41,-2.86217016024092,-0.4653323894433749,-0.2278675711097498
42,3.930537016963937,-2.1030770340284217,-1.8534906354205638
43,-1.3903759822929695,-1.6133366521599284,1.224299646949913
44,-2.122739218306055,-0.3179261909411905,-0.9349747440640237
45,1.064970433260064,4.484669343385237,0.8826514441302687
46,0.3875418252508815,-1.0439050196692317,-0.4517988110612299
